http://dbpedia.org/resource/Humberto_Galea,http://dbpedia.org/ontology/birthDate,1950-07-23
http://dbpedia.org/resource/Humberto_Galea,http://dbpedia.org/ontology/Person/height,173.0
http://dbpedia.org/resource/Humberto_Galea,http://dbpedia.org/ontology/Person/weight,63.0
http://dbpedia.org/resource/Humberto_Galea,http://dbpedia.org/ontology/height,1.73
http://dbpedia.org/resource/Humberto_Galea,http://dbpedia.org/ontology/weight,63000.0
http://dbpedia.org/resource/Hasib_Sabbagh,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/United_States
http://dbpedia.org/resource/Hasib_Sabbagh,http://dbpedia.org/ontology/deathDate,2010-01-12
http://dbpedia.org/resource/Hasib_Sabbagh,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Tiberias
http://dbpedia.org/resource/Hasib_Sabbagh,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Palestine_(region)
http://dbpedia.org/resource/Hasib_Sabbagh,http://dbpedia.org/ontology/birthYear,1920
http://dbpedia.org/resource/Hasib_Sabbagh,http://dbpedia.org/ontology/deathYear,2010
http://dbpedia.org/resource/Hasib_Sabbagh,http://dbpedia.org/ontology/nationality,http://dbpedia.org/resource/Palestinians
http://dbpedia.org/resource/Hasib_Sabbagh,http://dbpedia.org/ontology/stateOfOrigin,http://dbpedia.org/resource/Palestinians
http://dbpedia.org/resource/Consolidated_Contractors_Company,http://dbpedia.org/ontology/foundedBy,http://dbpedia.org/resource/Hasib_Sabbagh
http://dbpedia.org/resource/Hava_Inbar,http://dbpedia.org/ontology/militaryBranch,http://dbpedia.org/resource/Military_Advocate_General
http://dbpedia.org/resource/Hava_Inbar,http://dbpedia.org/ontology/militaryUnit,http://dbpedia.org/resource/Northern_Command_(Israel)
http://dbpedia.org/resource/Red_Brown_(basketball),http://dbpedia.org/ontology/deathPlace,"http://dbpedia.org/resource/Morgantown,_West_Virginia"
http://dbpedia.org/resource/Red_Brown_(basketball),http://dbpedia.org/ontology/deathDate,1992-06-08
http://dbpedia.org/resource/Red_Brown_(basketball),http://dbpedia.org/ontology/birthDate,1907-04-14
http://dbpedia.org/resource/Red_Brown_(basketball),http://dbpedia.org/ontology/overallRecord,13–12 (football)
http://dbpedia.org/resource/Red_Brown_(basketball),http://dbpedia.org/ontology/overallRecord,142–52 (basketball)
http://dbpedia.org/resource/Mount_Olympus,http://dbpedia.org/ontology/firstAscentPerson,http://dbpedia.org/resource/Daniel_Baud-Bovy
http://dbpedia.org/resource/Jadwiga_Rappé,http://dbpedia.org/ontology/deathDate,2025-05-16
http://dbpedia.org/resource/Jadwiga_Rappé,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Toruń
http://dbpedia.org/resource/Jadwiga_Rappé,http://dbpedia.org/ontology/birthDate,1952-02-24
http://dbpedia.org/resource/Jadwiga_Rappé,http://dbpedia.org/ontology/birthYear,1952
http://dbpedia.org/resource/Jadwiga_Rappé,http://dbpedia.org/ontology/deathYear,2025
http://dbpedia.org/resource/Jadwiga_Rappé,http://dbpedia.org/ontology/occupation,http://dbpedia.org/resource/Contralto
http://dbpedia.org/resource/Jadwiga_Rappé,http://dbpedia.org/ontology/occupation,http://dbpedia.org/resource/Jadwiga_Rappé__PersonFunction__1
http://dbpedia.org/resource/José_Edmundo_Ramírez_Martínez,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Hidalgo_(state)
http://dbpedia.org/resource/José_Edmundo_Ramírez_Martínez,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Ixmiquilpan
http://dbpedia.org/resource/José_Edmundo_Ramírez_Martínez,http://dbpedia.org/ontology/birthDate,1968-11-04
http://dbpedia.org/resource/José_Edmundo_Ramírez_Martínez,http://dbpedia.org/ontology/birthYear,1968
http://dbpedia.org/resource/José_Edmundo_Ramírez_Martínez,http://dbpedia.org/ontology/occupation,http://dbpedia.org/resource/José_Edmundo_Ramírez_Martínez__PersonFunction__1
http://dbpedia.org/resource/José_Edmundo_Ramírez_Martínez,http://dbpedia.org/ontology/party,http://dbpedia.org/resource/Institutional_Revolutionary_Party
http://dbpedia.org/resource/Asmawi_Bakiri,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Malaysia
http://dbpedia.org/resource/Asmawi_Bakiri,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Shah_Alam
http://dbpedia.org/resource/Asmawi_Bakiri,http://dbpedia.org/ontology/birthDate,1974-09-10
http://dbpedia.org/resource/Asmawi_Bakiri,http://dbpedia.org/ontology/Person/height,175.0
http://dbpedia.org/resource/Asmawi_Bakiri,http://dbpedia.org/ontology/height,1.75
http://dbpedia.org/resource/Asmawi_Bakiri,http://dbpedia.org/ontology/position,http://dbpedia.org/resource/Defender_(association_football)
http://dbpedia.org/resource/Asmawi_Bakiri,http://dbpedia.org/ontology/position,http://dbpedia.org/resource/Midfielder
http://dbpedia.org/resource/Asmawi_Bakiri,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Malaysia_national_under-23_football_team
http://dbpedia.org/resource/Asmawi_Bakiri,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Perak_F.C.
http://dbpedia.org/resource/Asmawi_Bakiri,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Selangor_F.C.
http://dbpedia.org/resource/Asmawi_Bakiri,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Malaysia_national_football_team
http://dbpedia.org/resource/Asmawi_Bakiri,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Penang_F.C.
http://dbpedia.org/resource/Asmawi_Bakiri,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Shahzan_Muda_F.C.
http://dbpedia.org/resource/Asmawi_Bakiri,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/MPPJ_Selangor_F.C.
http://dbpedia.org/resource/Asmawi_Bakiri,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Sabah_F.C._(Malaysia)
http://dbpedia.org/resource/Taizan_Maezumi,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/Tokyo
http://dbpedia.org/resource/Taizan_Maezumi,http://dbpedia.org/ontology/deathDate,1995-05-14
http://dbpedia.org/resource/Taizan_Maezumi,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Ōtawara
